# Derived from astri_slow_shaper_50ns.dat, with explicit time column.

 80.5 0.65800923      0.65800923
   81 0.64941812      0.64941812
 81.5 0.64079505      0.64079505
   82 0.63214225      0.63214225
 82.5 0.62346226      0.62346226
   83 0.61475742      0.61475742
 83.5 0.60602987      0.60602987
   84 0.59728205      0.59728205
 84.5 0.58851594      0.58851594
   85 0.57973397      0.57973397
 85.5 0.57093793      0.57093793
   86 0.56213027      0.56213027
 86.5 0.55331290      0.55331290
   87 0.54448766      0.54448766
 87.5 0.53565681      0.53565681
   88 0.52682209      0.52682209
 88.5 0.51798546      0.51798546
   89 0.50914872      0.50914872
 89.5 0.50031382      0.50031382
   90 0.49148238      0.49148238
 90.5 0.48265627      0.48265627
   91 0.47383711      0.47383711
 91.5 0.46502659      0.46502659
   92 0.45622644      0.45622644
 92.5 0.44743812      0.44743812
   93 0.43866327      0.43866327
 93.5 0.42990339      0.42990339
   94 0.42115998      0.42115998
 94.5 0.41243458      0.41243458
   95 0.40372849      0.40372849
 95.5 0.39504316      0.39504316
   96 0.38637999      0.38637999
 96.5 0.37774026      0.37774026
   97 0.36912525      0.36912525
 97.5 0.36053628      0.36053628
   98 0.35197452      0.35197452
 98.5 0.34344125      0.34344125
   99 0.33493757      0.33493757
 99.5 0.32646465      0.32646465
  100 0.31802359      0.31802359
100.5 0.30961549      0.30961549
  101 0.30124143      0.30124143
101.5 0.29290238      0.29290238
  102 0.28459930      0.28459930
102.5 0.27633324      0.27633324
  103 0.26810512      0.26810512
103.5 0.25991586      0.25991586
  104 0.25176629      0.25176629
104.5 0.24365737      0.24365737
  105 0.23558983      0.23558983
105.5 0.22756454      0.22756454
  106 0.21958226      0.21958226
106.5 0.21164377      0.21164377
  107 0.20374975      0.20374975
107.5 0.19590099      0.19590099
  108 0.18809815      0.18809815
108.5 0.18034184      0.18034184
  109 0.17263275      0.17263275
109.5 0.16497147      0.16497147
  110 0.15735865      0.15735865
110.5 0.14979480      0.14979480
  111 0.14228050      0.14228050
111.5 0.13481630      0.13481630
  112 0.12740268      0.12740268
112.5 0.12004013      0.12004013
  113 0.11272913      0.11272913
113.5 0.10547014      0.10547014
  114 0.09826355      0.09826355
114.5 0.09110983      0.09110983
  115 0.08400932      0.08400932
115.5 0.07696243      0.07696243
  116 0.06996950      0.06996950
116.5 0.06303086      0.06303086
  117 0.05614685      0.05614685
117.5 0.04931776      0.04931776
  118 0.04254388      0.04254388
118.5 0.03582549      0.03582549
  119 0.02916283      0.02916283
119.5 0.02255614      0.02255614
  120 0.01600565      0.01600565
120.5 0.00951157      0.00951157
  121 0.00307408      0.00307408
121.5 -0.00330664     -0.00330664
  122 -0.00963042     -0.00963042
122.5 -0.01589711     -0.01589711
  123 -0.02210658     -0.02210658
123.5 -0.02825870     -0.02825870
  124 -0.03435338     -0.03435338
124.5 -0.04039051     -0.04039051
  125 -0.04637001     -0.04637001
125.5 -0.05229181     -0.05229181
  126 -0.05815584     -0.05815584
126.5 -0.06396209     -0.06396209
  127 -0.06971049     -0.06971049
127.5 -0.07540102     -0.07540102
  128 -0.08103369     -0.08103369
128.5 -0.08660849     -0.08660849
  129 -0.09212542     -0.09212542
129.5 -0.09758451     -0.09758451
  130 -0.10298579     -0.10298579
130.5 -0.10832929     -0.10832929
  131 -0.11361509     -0.11361509
131.5 -0.11884322     -0.11884322
  132 -0.12401375     -0.12401375
132.5 -0.12912679     -0.12912679
  133 -0.13418239     -0.13418239
133.5 -0.13918068     -0.13918068
  134 -0.14412174     -0.14412174
134.5 -0.14900570     -0.14900570
  135 -0.15383264     -0.15383264
135.5 -0.15860274     -0.15860274
  136 -0.16331613     -0.16331613
136.5 -0.16797294     -0.16797294
  137 -0.17257333     -0.17257333
137.5 -0.17711744     -0.17711744
  138 -0.18160543     -0.18160543
138.5 -0.18603753     -0.18603753
  139 -0.19041383     -0.19041383
139.5 -0.19473462     -0.19473462
  140 -0.19900002     -0.19900002
140.5 -0.20321022     -0.20321022
  141 -0.20736548     -0.20736548
141.5 -0.21146594     -0.21146594
  142 -0.21551184     -0.21551184
142.5 -0.21950346     -0.21950346
  143 -0.22344096     -0.22344096
143.5 -0.22732458     -0.22732458
  144 -0.23115458     -0.23115458
144.5 -0.23493114     -0.23493114
  145 -0.23865457     -0.23865457
145.5 -0.24232508     -0.24232508
  146 -0.24594297     -0.24594297
146.5 -0.24950843     -0.24950843
  147 -0.25302178     -0.25302178
147.5 -0.25648323     -0.25648323
  148 -0.25989312     -0.25989312
148.5 -0.26325166     -0.26325166
  149 -0.26655915     -0.26655915
149.5 -0.26981586     -0.26981586
  150 -0.27302212     -0.27302212
150.5 -0.27617809     -0.27617809
  151 -0.27928424     -0.27928424
151.5 -0.28234074     -0.28234074
  152 -0.28534788     -0.28534788
152.5 -0.28830603     -0.28830603
  153 -0.29121542     -0.29121542
153.5 -0.29407641     -0.29407641
  154 -0.29688928     -0.29688928
154.5 -0.29965433     -0.29965433
  155 -0.30237183     -0.30237183
155.5 -0.30504218     -0.30504218
  156 -0.30766562     -0.30766562
156.5 -0.31024247     -0.31024247
  157 -0.31277311     -0.31277311
157.5 -0.31525779     -0.31525779
  158 -0.31769684     -0.31769684
158.5 -0.32009065     -0.32009065
  159 -0.32243943     -0.32243943
159.5 -0.32474360     -0.32474360
  160 -0.32700342     -0.32700342
160.5 -0.32921925     -0.32921925
  161 -0.33139142     -0.33139142
161.5 -0.33352026     -0.33352026
  162 -0.33560604     -0.33560604
162.5 -0.33764920     -0.33764920
  163 -0.33964995     -0.33964995
163.5 -0.34160870     -0.34160870
  164 -0.34352577     -0.34352577
164.5 -0.34540147     -0.34540147
  165 -0.34723613     -0.34723613
165.5 -0.34903011     -0.34903011
  166 -0.35078374     -0.35078374
166.5 -0.35249728     -0.35249728
  167 -0.35417122     -0.35417122
167.5 -0.35580572     -0.35580572
  168 -0.35740122     -0.35740122
168.5 -0.35895804     -0.35895804
  169 -0.36047652     -0.36047652
169.5 -0.36195692     -0.36195692
  170 -0.36339962     -0.36339962
170.5 -0.36480501     -0.36480501
  171 -0.36617339     -0.36617339
171.5 -0.36750504     -0.36750504
  172 -0.36880034     -0.36880034
172.5 -0.37005958     -0.37005958
  173 -0.37128311     -0.37128311
173.5 -0.37247133     -0.37247133
  174 -0.37362450     -0.37362450
174.5 -0.37474290     -0.37474290
  175 -0.37582693     -0.37582693
175.5 -0.37687698     -0.37687698
  176 -0.37789324     -0.37789324
176.5 -0.37887612     -0.37887612
  177 -0.37982592     -0.37982592
177.5 -0.38074303     -0.38074303
  178 -0.38162768     -0.38162768
178.5 -0.38248020     -0.38248020
  179 -0.38330096     -0.38330096
179.5 -0.38409027     -0.38409027
  180 -0.38484845     -0.38484845
180.5 -0.38557580     -0.38557580
  181 -0.38627264     -0.38627264
181.5 -0.38693926     -0.38693926
  182 -0.38757607     -0.38757607
182.5 -0.38818330     -0.38818330
  183 -0.38876128     -0.38876128
183.5 -0.38931039     -0.38931039
  184 -0.38983083     -0.38983083
184.5 -0.39032298     -0.39032298
  185 -0.39078712     -0.39078712
185.5 -0.39122358     -0.39122358
  186 -0.39163262     -0.39163262
186.5 -0.39201459     -0.39201459
  187 -0.39236981     -0.39236981
187.5 -0.39269853     -0.39269853
  188 -0.39300105     -0.39300105
188.5 -0.39327770     -0.39327770
  189 -0.39352873     -0.39352873
189.5 -0.39375457     -0.39375457
  190 -0.39395535     -0.39395535
190.5 -0.39413139     -0.39413139
  191 -0.39428306     -0.39428306
191.5 -0.39441058     -0.39441058
  192 -0.39451432     -0.39451432
192.5 -0.39459443     -0.39459443
  193 -0.39465135     -0.39465135
193.5 -0.39468527     -0.39468527
  194 -0.39469647     -0.39469647
194.5 -0.39468524     -0.39468524
  195 -0.39465186     -0.39465186
195.5 -0.39459664     -0.39459664
  196 -0.39451981     -0.39451981
196.5 -0.39442164     -0.39442164
  197 -0.39430246     -0.39430246
197.5 -0.39416248     -0.39416248
  198 -0.39400196     -0.39400196
198.5 -0.39382124     -0.39382124
  199 -0.39362052     -0.39362052
199.5 -0.39340004     -0.39340004
  200 -0.39316016     -0.39316016
200.5 -0.39290106     -0.39290106
  201 -0.39262301     -0.39262301
201.5 -0.39232630     -0.39232630
  202 -0.39201114     -0.39201114
202.5 -0.39167777     -0.39167777
  203 -0.39132649     -0.39132649
203.5 -0.39095753     -0.39095753
  204 -0.39057115     -0.39057115
204.5 -0.39016753     -0.39016753
  205 -0.38974702     -0.38974702
205.5 -0.38930979     -0.38930979
  206 -0.38885605     -0.38885605
206.5 -0.38838616     -0.38838616
  207 -0.38790020     -0.38790020
207.5 -0.38739851     -0.38739851
  208 -0.38688132     -0.38688132
208.5 -0.38634878     -0.38634878
  209 -0.38580120     -0.38580120
209.5 -0.38523880     -0.38523880
  210 -0.38466173     -0.38466173
210.5 -0.38407037     -0.38407037
  211 -0.38346475     -0.38346475
211.5 -0.38284522     -0.38284522
  212 -0.38221195     -0.38221195
212.5 -0.38156512     -0.38156512
  213 -0.38090503     -0.38090503
213.5 -0.38023186     -0.38023186
  214 -0.37954584     -0.37954584
214.5 -0.37884709     -0.37884709
  215 -0.37813592     -0.37813592
215.5 -0.37741253     -0.37741253
  216 -0.37667701     -0.37667701
216.5 -0.37592971     -0.37592971
  217 -0.37517071     -0.37517071
217.5 -0.37440029     -0.37440029
  218 -0.37361863     -0.37361863
218.5 -0.37282589     -0.37282589
  219 -0.37202230     -0.37202230
219.5 -0.37120804     -0.37120804
  220 -0.37038332     -0.37038332
220.5 -0.36954829     -0.36954829
  221 -0.36870316     -0.36870316
221.5 -0.36784810     -0.36784810
  222 -0.36698326     -0.36698326
222.5 -0.36610892     -0.36610892
  223 -0.36522523     -0.36522523
223.5 -0.36433226     -0.36433226
  224 -0.36343032     -0.36343032
224.5 -0.36251950     -0.36251950
  225 -0.36160007     -0.36160007
225.5 -0.36067215     -0.36067215
  226 -0.35973582     -0.35973582
226.5 -0.35879135     -0.35879135
  227 -0.35783890     -0.35783890
227.5 -0.35687855     -0.35687855
  228 -0.35591063     -0.35591063
228.5 -0.35493520     -0.35493520
  229 -0.35395232     -0.35395232
229.5 -0.35296234     -0.35296234
  230 -0.35196531     -0.35196531
230.5 -0.35096142     -0.35096142
  231 -0.34995079     -0.34995079
231.5 -0.34893358     -0.34893358
  232 -0.34790996     -0.34790996
232.5 -0.34688005     -0.34688005
  233 -0.34584403     -0.34584403
233.5 -0.34480205     -0.34480205
  234 -0.34375423     -0.34375423
234.5 -0.34270072     -0.34270072
  235 -0.34164163     -0.34164163
235.5 -0.34057719     -0.34057719
  236 -0.33950743     -0.33950743
236.5 -0.33843261     -0.33843261
  237 -0.33735272     -0.33735272
237.5 -0.33626798     -0.33626798
  238 -0.33517852     -0.33517852
238.5 -0.33408448     -0.33408448
  239 -0.33298591     -0.33298591
239.5 -0.33188307     -0.33188307
  240 -0.33077595     -0.33077595
240.5 -0.32966477     -0.32966477
  241 -0.32854965     -0.32854965
241.5 -0.32743067     -0.32743067
  242 -0.32630795     -0.32630795
242.5 -0.32518166     -0.32518166
  243 -0.32405189     -0.32405189
243.5 -0.32291871     -0.32291871
  244 -0.32178229     -0.32178229
244.5 -0.32064277     -0.32064277
  245 -0.31950021     -0.31950021
245.5 -0.31835473     -0.31835473
  246 -0.31720647     -0.31720647
246.5 -0.31605548     -0.31605548
  247 -0.31490192     -0.31490192
247.5 -0.31374592     -0.31374592
  248 -0.31258747     -0.31258747
248.5 -0.31142682     -0.31142682
  249 -0.31026399     -0.31026399
249.5 -0.30909908     -0.30909908
  250 -0.30793223     -0.30793223
250.5 -0.30676353     -0.30676353
  251 -0.30559301     -0.30559301
251.5 -0.30442083     -0.30442083
  252 -0.30324709     -0.30324709
252.5 -0.30207190     -0.30207190
  253 -0.30089527     -0.30089527
253.5 -0.29971737     -0.29971737
  254 -0.29853824     -0.29853824
254.5 -0.29735804     -0.29735804
  255 -0.29617676     -0.29617676
255.5 -0.29499462     -0.29499462
  256 -0.29381156     -0.29381156
256.5 -0.29262772     -0.29262772
  257 -0.29144323     -0.29144323
257.5 -0.29025814     -0.29025814
  258 -0.28907251     -0.28907251
258.5 -0.28788641     -0.28788641
  259 -0.28669998     -0.28669998
259.5 -0.28551328     -0.28551328
  260 -0.28432634     -0.28432634
260.5 -0.28313932     -0.28313932
  261 -0.28195220     -0.28195220
261.5 -0.28076512     -0.28076512
  262 -0.27957812     -0.27957812
262.5 -0.27839130     -0.27839130
  263 -0.27720472     -0.27720472
263.5 -0.27601841     -0.27601841
  264 -0.27483249     -0.27483249
264.5 -0.27364704     -0.27364704
  265 -0.27246207     -0.27246207
265.5 -0.27127770     -0.27127770
  266 -0.27009398     -0.27009398
266.5 -0.26891091     -0.26891091
  267 -0.26772869     -0.26772869
267.5 -0.26654720     -0.26654720
  268 -0.26536667     -0.26536667
268.5 -0.26418707     -0.26418707
  269 -0.26300853     -0.26300853
269.5 -0.26183099     -0.26183099
  270 -0.26065460     -0.26065460
270.5 -0.25947943     -0.25947943
  271 -0.25830549     -0.25830549
271.5 -0.25713283     -0.25713283
  272 -0.25596154     -0.25596154
272.5 -0.25479162     -0.25479162
  273 -0.25362319     -0.25362319
273.5 -0.25245628     -0.25245628
  274 -0.25129089     -0.25129089
274.5 -0.25012714     -0.25012714
  275 -0.24896507     -0.24896507
275.5 -0.24780466     -0.24780466
  276 -0.24664605     -0.24664605
276.5 -0.24548921     -0.24548921
  277 -0.24433424     -0.24433424
277.5 -0.24318115     -0.24318115
  278 -0.24203002     -0.24203002
278.5 -0.24088088     -0.24088088
  279 -0.23973373     -0.23973373
279.5 -0.23858866     -0.23858866
  280 -0.23744570     -0.23744570
280.5 -0.23630492     -0.23630492
  281 -0.23516633     -0.23516633
281.5 -0.23402993     -0.23402993
  282 -0.23289587     -0.23289587
282.5 -0.23176405     -0.23176405
  283 -0.23063461     -0.23063461
283.5 -0.22950755     -0.22950755
  284 -0.22838287     -0.22838287
284.5 -0.22726071     -0.22726071
  285 -0.22614099     -0.22614099
285.5 -0.22502381     -0.22502381
  286 -0.22390917     -0.22390917
286.5 -0.22279714     -0.22279714
  287 -0.22168773     -0.22168773
287.5 -0.22058097     -0.22058097
  288 -0.21947686     -0.21947686
288.5 -0.21837552     -0.21837552
  289 -0.21727689     -0.21727689
289.5 -0.21618102     -0.21618102
  290 -0.21508798     -0.21508798
290.5 -0.21399775     -0.21399775
  291 -0.21291040     -0.21291040
291.5 -0.21182591     -0.21182591
  292 -0.21074435     -0.21074435
292.5 -0.20966569     -0.20966569
  293 -0.20859000     -0.20859000
293.5 -0.20751730     -0.20751730
  294 -0.20644760     -0.20644760
294.5 -0.20538095     -0.20538095
  295 -0.20431733     -0.20431733
295.5 -0.20325682     -0.20325682
  296 -0.20219937     -0.20219937
296.5 -0.20114504     -0.20114504
  297 -0.20009388     -0.20009388
297.5 -0.19904587     -0.19904587
  298 -0.19800103     -0.19800103
298.5 -0.19695938     -0.19695938
  299 -0.19592096     -0.19592096
299.5 -0.19488579     -0.19488579
  300 -0.19385386     -0.19385386
300.5 -0.19282521     -0.19282521
  301 -0.19179983     -0.19179983
301.5 -0.19077775     -0.19077775
  302 -0.18975902     -0.18975902
302.5 -0.18874361     -0.18874361
  303 -0.18773155     -0.18773155
303.5 -0.18672283     -0.18672283
  304 -0.18571754     -0.18571754
304.5 -0.18471560     -0.18471560
  305 -0.18371710     -0.18371710
305.5 -0.18272200     -0.18272200
  306 -0.18173034     -0.18173034
306.5 -0.18074211     -0.18074211
  307 -0.17975736     -0.17975736
307.5 -0.17877607     -0.17877607
  308 -0.17779827     -0.17779827
308.5 -0.17682393     -0.17682393
  309 -0.17585310     -0.17585310
309.5 -0.17488578     -0.17488578
  310 -0.17392197     -0.17392197
310.5 -0.17296170     -0.17296170
  311 -0.17200497     -0.17200497
311.5 -0.17105177     -0.17105177
  312 -0.17010213     -0.17010213
312.5 -0.16915607     -0.16915607
  313 -0.16821355     -0.16821355
313.5 -0.16727461     -0.16727461
  314 -0.16633926     -0.16633926
314.5 -0.16540748     -0.16540748
  315 -0.16447930     -0.16447930
315.5 -0.16355471     -0.16355471
  316 -0.16263375     -0.16263375
316.5 -0.16171639     -0.16171639
  317 -0.16080263     -0.16080263
317.5 -0.15989250     -0.15989250
  318 -0.15898597     -0.15898597
318.5 -0.15808310     -0.15808310
  319 -0.15718384     -0.15718384
319.5 -0.15628824     -0.15628824
  320 -0.15539622     -0.15539622
320.5 -0.15450789     -0.15450789
  321 -0.15362318     -0.15362318
321.5 -0.15274212     -0.15274212
  322 -0.15186468     -0.15186468
322.5 -0.15099092     -0.15099092
  323 -0.15012079     -0.15012079
323.5 -0.14925431     -0.14925431
  324 -0.14839147     -0.14839147
324.5 -0.14753231     -0.14753231
  325 -0.14667678     -0.14667678
325.5 -0.14582488     -0.14582488
  326 -0.14497666     -0.14497666
326.5 -0.14413208     -0.14413208
  327 -0.14329115     -0.14329115
327.5 -0.14245386     -0.14245386
  328 -0.14162022     -0.14162022
328.5 -0.14079022     -0.14079022
  329 -0.13996390     -0.13996390
329.5 -0.13914120     -0.13914120
  330 -0.13832213     -0.13832213
330.5 -0.13750668     -0.13750668
  331 -0.13669489     -0.13669489
331.5 -0.13588676     -0.13588676
  332 -0.13508223     -0.13508223
332.5 -0.13428132     -0.13428132
  333 -0.13348407     -0.13348407
333.5 -0.13269040     -0.13269040
  334 -0.13190034     -0.13190034
334.5 -0.13111393     -0.13111393
  335 -0.13033111     -0.13033111
335.5 -0.12955190     -0.12955190
  336 -0.12877630     -0.12877630
336.5 -0.12800428     -0.12800428
  337 -0.12723587     -0.12723587
337.5 -0.12647103     -0.12647103
  338 -0.12570979     -0.12570979
338.5 -0.12495210     -0.12495210
  339 -0.12419800     -0.12419800
339.5 -0.12344746     -0.12344746
  340 -0.12270050     -0.12270050
340.5 -0.12195708     -0.12195708
  341 -0.12121721     -0.12121721
341.5 -0.12048089     -0.12048089
  342 -0.11974810     -0.11974810
342.5 -0.11901883     -0.11901883
  343 -0.11829311     -0.11829311
343.5 -0.11757088     -0.11757088
  344 -0.11685219     -0.11685219
344.5 -0.11613698     -0.11613698
  345 -0.11542528     -0.11542528
345.5 -0.11471707     -0.11471707
  346 -0.11401235     -0.11401235
346.5 -0.11331109     -0.11331109
  347 -0.11261331     -0.11261331
347.5 -0.11191898     -0.11191898
  348 -0.11122812     -0.11122812
348.5 -0.11054069     -0.11054069
  349 -0.10985670     -0.10985670
349.5 -0.10917614     -0.10917614
  350 -0.10849900     -0.10849900
350.5 -0.10782528     -0.10782528
  351 -0.10715497     -0.10715497
351.5 -0.10648803     -0.10648803
  352 -0.10582451     -0.10582451
352.5 -0.10516434     -0.10516434
  353 -0.10450757     -0.10450757
353.5 -0.10385413     -0.10385413
  354 -0.10320406     -0.10320406
354.5 -0.10255735     -0.10255735
  355 -0.10191394     -0.10191394
355.5 -0.10127387     -0.10127387
  356 -0.10063713     -0.10063713
356.5 -0.10000368     -0.10000368
  357 -0.09937354     -0.09937354
357.5 -0.09874668     -0.09874668
  358 -0.09812310     -0.09812310
358.5 -0.09750280     -0.09750280
  359 -0.09688576     -0.09688576
359.5 -0.09627195     -0.09627195
  360 -0.09566140     -0.09566140
360.5 -0.09505407     -0.09505407
  361 -0.09444997     -0.09444997
361.5 -0.09384906     -0.09384906
  362 -0.09325137     -0.09325137
362.5 -0.09265687     -0.09265687
  363 -0.09206554     -0.09206554
363.5 -0.09147738     -0.09147738
  364 -0.09089239     -0.09089239
364.5 -0.09031054     -0.09031054
  365 -0.08973183     -0.08973183
365.5 -0.08915624     -0.08915624
  366 -0.08858379     -0.08858379
366.5 -0.08801443     -0.08801443
  367 -0.08744817     -0.08744817
367.5 -0.08688501     -0.08688501
  368 -0.08632491     -0.08632491
368.5 -0.08576788     -0.08576788
  369 -0.08521391     -0.08521391
369.5 -0.08466297     -0.08466297
  370 -0.08411507     -0.08411507
370.5 -0.08357020     -0.08357020
  371 -0.08302832     -0.08302832
371.5 -0.08248945     -0.08248945
  372 -0.08195359     -0.08195359
372.5 -0.08142068     -0.08142068
  373 -0.08089076     -0.08089076
373.5 -0.08036378     -0.08036378
  374 -0.07983974     -0.07983974
374.5 -0.07931865     -0.07931865
  375 -0.07880048     -0.07880048
375.5 -0.07828522     -0.07828522
  376 -0.07777286     -0.07777286
376.5 -0.07726339     -0.07726339
  377 -0.07675680     -0.07675680
377.5 -0.07625307     -0.07625307
  378 -0.07575220     -0.07575220
378.5 -0.07525418     -0.07525418
  379 -0.07475898     -0.07475898
379.5 -0.07426661     -0.07426661
  380 -0.07377706     -0.07377706
380.5 -0.07329029     -0.07329029
  381 -0.07280632     -0.07280632
381.5 -0.07232513     -0.07232513
  382 -0.07184669     -0.07184669
382.5 -0.07137103     -0.07137103
  383 -0.07089809     -0.07089809
383.5 -0.07042788     -0.07042788
  384 -0.06996041     -0.06996041
384.5 -0.06949563     -0.06949563
  385 -0.06903357     -0.06903357
385.5 -0.06857417     -0.06857417
  386 -0.06811746     -0.06811746
386.5 -0.06766340     -0.06766340
  387 -0.06721201     -0.06721201
387.5 -0.06676325     -0.06676325
  388 -0.06631711     -0.06631711
388.5 -0.06587360     -0.06587360
  389 -0.06543270     -0.06543270
389.5 -0.06499438     -0.06499438
  390 -0.06455866     -0.06455866
390.5 -0.06412549     -0.06412549
  391 -0.06369490     -0.06369490
391.5 -0.06326685     -0.06326685
  392 -0.06284134     -0.06284134
392.5 -0.06241836     -0.06241836
  393 -0.06199789     -0.06199789
393.5 -0.06157993     -0.06157993
  394 -0.06116446     -0.06116446
394.5 -0.06075146     -0.06075146
  395 -0.06034095     -0.06034095
395.5 -0.05993288     -0.05993288
  396 -0.05952727     -0.05952727
396.5 -0.05912409     -0.05912409
  397 -0.05872333     -0.05872333
397.5 -0.05832499     -0.05832499
  398 -0.05792905     -0.05792905
398.5 -0.05753551     -0.05753551
  399 -0.05714433     -0.05714433
399.5 -0.05675553     -0.05675553
400   0.  0.
