#@RPOL@[ANGLE=] 2
# Note: first line starting with "#@RPOL@" is required for automatic 
# 1-D/2-D interpolation and table format switching (default is 1-D).
# The string in brackets identifies how the row with angle values, y,
# (in degrees) has to start, wavelengths being the leading x column.
#
# Angle-dependent reflectivity for ASTRI mirrors.
# Contributed by Giorgia Sironi, 2018-01-17.
#
# Wavelenght[]  0deg    10deg   20deg   30deg   40deg   50deg   60deg   70deg   80deg
#
ANGLE=     0              10              20              30              40              50              60              70              80
#
# x[i]  z[0][i]         z[1][i]         .... 
#
427     0.9617753       0.9615187       0.9606023       0.9585861       0.9547435       0.9481543       0.9383542       0.9285043       0.9366836
428     0.9616178       0.9613558       0.9604232       0.9583806       0.9545036       0.9478853       0.9381144       0.9285029       0.9371833
429     0.9614506       0.9611832       0.9602343       0.9581648       0.9542527       0.9476045       0.9378622       0.9284881       0.9376594
430     0.9612814       0.9610085       0.9600432       0.9579467       0.9539996       0.9473219       0.9376096       0.9284738       0.9381258
431     0.9611143       0.960836        0.9598545       0.9577312       0.9537495       0.9470428       0.9373614       0.9284618       0.9385779
432     0.9609453       0.9606615       0.9596637       0.9575137       0.9534972       0.946762        0.9371128       0.9284501       0.9390207
433     0.9607743       0.9604851       0.9594709       0.957294        0.9532429       0.9464794       0.9368637       0.9284387       0.9394544
434     0.9606014       0.9603067       0.9592761       0.9570722       0.9529863       0.9461951       0.9366141       0.9284276       0.939879
435     0.9604265       0.9601263       0.9590792       0.9568483       0.9527277       0.9459089       0.936364        0.9284166       0.9402948
436     0.9602392       0.9599334       0.9588695       0.9566108       0.9524544       0.9456066       0.9360966       0.9283871       0.9406868
437     0.9600495       0.9597381       0.9586573       0.9563707       0.9521783       0.9453019       0.935828        0.928357        0.9410696
438     0.9598578       0.9595407       0.958443        0.9561284       0.9519          0.9449953       0.9355588       0.928327        0.9414443
439     0.9596641       0.9593414       0.9582266       0.955884        0.9516196       0.9446869       0.9352891       0.928297        0.9418109
440     0.9594685       0.95914         0.9580082       0.9556374       0.9513369       0.9443766       0.9350188       0.9282669       0.9421696
441     0.9592741       0.95894         0.9577914       0.9553928       0.951057        0.9440701       0.934753        0.928237        0.9425127
442     0.9590778       0.9587381       0.9575725       0.9551462       0.950775        0.9437619       0.9344867       0.9282069       0.9428484
443     0.9588803       0.958535        0.9573524       0.9548981       0.9504916       0.9434528       0.9342209       0.928178        0.9431785
444     0.9586839       0.9583329       0.9571333       0.954651        0.9502093       0.9431455       0.9339588       0.9281547       0.9435081
445     0.9584856       0.9581289       0.9569122       0.9544019       0.9499248       0.9428364       0.9336963       0.9281312       0.9438305
446     0.9582857       0.9579232       0.9566893       0.9541507       0.9496383       0.9425254       0.9334331       0.9281078       0.9441475
447     0.9580839       0.9577157       0.9564644       0.9538975       0.9493496       0.9422127       0.9331694       0.928084        0.9444573
448     0.9578802       0.9575062       0.9562375       0.9536422       0.9490589       0.9418984       0.9329052       0.9280597       0.9447601
449     0.9576745       0.9572947       0.9560086       0.9533848       0.948766        0.9415823       0.9326405       0.9280348       0.9450559
450     0.957467        0.9570813       0.9557777       0.9531253       0.948471        0.9412645       0.9323752       0.9280093       0.9453449
451     0.9572608       0.9568693       0.9555484       0.9528674       0.9481781       0.9409492       0.9321124       0.9279823       0.9456218
452     0.9570439       0.9566465       0.9553079       0.952598        0.9478726       0.9406205       0.9318355       0.9279396       0.9458801
453     0.9568251       0.9564218       0.9550654       0.9523264       0.9475651       0.94029         0.9315581       0.9278962       0.9461322
454     0.9566044       0.9561951       0.9548209       0.9520527       0.9472554       0.9399579       0.9312801       0.9278521       0.9463781
455     0.9563818       0.9559666       0.9545744       0.951777        0.9469437       0.9396241       0.9310016       0.9278072       0.946618
456     0.9561573       0.9557361       0.9543259       0.9514991       0.9466298       0.9392887       0.9307225       0.9277615       0.946852
457     0.9559309       0.9555037       0.9540755       0.9512192       0.9463139       0.9389515       0.9304428       0.9277149       0.9470801
458     0.9557026       0.9552694       0.953823        0.9509372       0.9459959       0.9386127       0.9301625       0.9276673       0.9473024
459     0.9554724       0.9550331       0.9535685       0.950653        0.9456758       0.9382722       0.9298816       0.9276187       0.947519
460     0.9552478       0.9548024       0.9533198       0.9503748       0.9453623       0.9379399       0.9296114       0.9275818       0.9477405
461     0.955026        0.9545746       0.953074        0.9501          0.9450528       0.9376125       0.9293468       0.9275473       0.9479559
462     0.9548023       0.954345        0.9528263       0.9498232       0.9447413       0.9372836       0.9290817       0.9275116       0.9481657
463     0.9545768       0.9541134       0.9525767       0.9495444       0.9444279       0.9369532       0.928816        0.9274747       0.9483699
464     0.9543495       0.95388         0.9523252       0.9492636       0.9441124       0.9366212       0.9285497       0.9274365       0.9485687
465     0.9541203       0.9536448       0.9520717       0.9489807       0.943795        0.9362876       0.9282828       0.9273971       0.9487622
466     0.9538895       0.9534078       0.9518164       0.9486958       0.9434753       0.9359521       0.9280149       0.9273567       0.9489515
467     0.9536568       0.953169        0.9515591       0.9484089       0.9431537       0.935615        0.9277464       0.9273149       0.9491356
468     0.9534207       0.9529266       0.9512982       0.9481181       0.942828        0.9352741       0.9274747       0.9272691       0.9493124
469     0.9531717       0.9526713       0.9510239       0.9478133       0.9424873       0.934917        0.9271858       0.9272047       0.9494713
470     0.9529208       0.9524141       0.9507477       0.9475063       0.9421445       0.9345582       0.9268962       0.9271388       0.9496252
471     0.9526721       0.9521591       0.9504739       0.9472022       0.9418051       0.9342036       0.9266106       0.9270724       0.9497715
472     0.9524216       0.9519023       0.9501981       0.946896        0.9414637       0.9338474       0.9263242       0.9270045       0.9499132
473     0.9521693       0.9516436       0.9499204       0.9465879       0.9411203       0.9334897       0.9260371       0.926935        0.9500502
474     0.951915        0.951383        0.9496408       0.9462776       0.9407749       0.9331304       0.9257492       0.926864        0.9501826
475     0.951659        0.9511205       0.9493592       0.9459653       0.9404274       0.9327696       0.9254605       0.9267913       0.9503104
476     0.951401        0.9508561       0.9490756       0.945651        0.940078        0.9324071       0.9251711       0.926717        0.9504336
477     0.9511401       0.9505887       0.9487888       0.9453333       0.9397251       0.9320416       0.9248792       0.9266394       0.9505513
478     0.9508696       0.9503116       0.9484921       0.945005        0.9393608       0.9316639       0.9245749       0.926549        0.9506571
479     0.9505972       0.9500327       0.9481933       0.9446746       0.9389945       0.9312846       0.9242699       0.9264569       0.9507587
480     0.950323        0.9497517       0.9478925       0.9443421       0.9386261       0.9309037       0.923964        0.926363        0.9508559
481     0.9500502       0.9494724       0.9475934       0.9440115       0.9382599       0.9305255       0.9236606       0.9262686       0.9509481
482     0.9497756       0.9491911       0.9472923       0.9436787       0.9378916       0.9301457       0.9233563       0.9261723       0.9510362
483     0.9494992       0.948908        0.9469892       0.9433439       0.9375214       0.9297644       0.9230512       0.9260742       0.95112
484     0.9492209       0.948623        0.9466842       0.9430071       0.9371492       0.9293815       0.9227452       0.9259742       0.9511998
485     0.9489407       0.9483361       0.9463772       0.9426683       0.9367749       0.9289971       0.9224383       0.9258723       0.9512755
486     0.9486586       0.9480472       0.9460682       0.9423273       0.9363987       0.9286112       0.9221305       0.9257684       0.951347
487     0.9483628       0.9477445       0.9457448       0.9419711       0.9360061       0.9282076       0.9218041       0.9256452       0.9514025
488     0.9480617       0.9474364       0.9454158       0.9416091       0.9356073       0.9277979       0.9214717       0.9255152       0.9514508
489     0.9477586       0.9471263       0.9450848       0.9412449       0.9352064       0.9273865       0.9211384       0.9253831       0.9514951
490     0.9474536       0.9468142       0.9447517       0.9408785       0.9348035       0.9269736       0.920804        0.925249        0.9515356
491     0.9471491       0.9465027       0.9444192       0.9405128       0.9344014       0.9265619       0.9204709       0.9251137       0.9515719
492     0.9468427       0.9461892       0.9440846       0.940145        0.9339973       0.9261487       0.9201367       0.9249763       0.9516045
493     0.9465343       0.9458737       0.943748        0.939775        0.9335912       0.9257339       0.9198015       0.9248367       0.9516332
494     0.946224        0.9455563       0.9434094       0.939403        0.933183        0.9253174       0.9194651       0.9246949       0.9516582
495     0.9459118       0.9452369       0.9430687       0.9390288       0.9327727       0.9248994       0.9191277       0.9245509       0.9516793
496     0.945597        0.9449149       0.9427253       0.9386518       0.9323597       0.9244789       0.9187882       0.9244038       0.9516961
497     0.945271        0.9445816       0.9423701       0.9382622       0.9319332       0.9240442       0.918434        0.9242419       0.9517011
498     0.9449431       0.9442462       0.9420128       0.9378705       0.9315045       0.9236077       0.9180787       0.9240776       0.9517024
499     0.9446131       0.9439089       0.9416534       0.9374766       0.9310738       0.9231697       0.9177222       0.923911        0.9516999
500     0.9442812       0.9435695       0.9412919       0.9370806       0.930641        0.9227301       0.9173644       0.923742        0.9516937
501     0.9439493       0.9432301       0.9409306       0.9366848       0.930209        0.9222917       0.9170077       0.9235711       0.9516832
502     0.9436154       0.9428888       0.9405671       0.9362869       0.9297749       0.9218518       0.9166497       0.9233979       0.951669
503     0.9432795       0.9425455       0.9402016       0.9358869       0.9293388       0.9214102       0.9162905       0.9232221       0.9516511
504     0.9429417       0.9422001       0.939834        0.9354848       0.9289006       0.9209671       0.9159299       0.9230437       0.9516295
505     0.9426019       0.9418528       0.9394644       0.9350805       0.9284605       0.9205223       0.9155681       0.9228628       0.9516042
506     0.9422602       0.9415035       0.9390926       0.9346738       0.9280178       0.9200753       0.9152044       0.9226793       0.9515757
507     0.9419132       0.9411488       0.9387151       0.9342612       0.9275687       0.9196221       0.9148347       0.9224896       0.9515416
508     0.941564        0.9407919       0.9383354       0.9338461       0.9271174       0.9191669       0.9144634       0.922297        0.9515036
509     0.9412129       0.9404331       0.9379536       0.933429        0.9266641       0.9187102       0.9140908       0.9221015       0.9514618
510     0.9408598       0.9400722       0.9375698       0.9330097       0.9262088       0.9182518       0.9137167       0.9219033       0.9514161
511     0.9405068       0.9397114       0.937186        0.9325906       0.9257539       0.9177943       0.913343        0.9217032       0.9513669
512     0.9401519       0.9393486       0.9368002       0.9321694       0.9252971       0.9173352       0.9129679       0.9215001       0.9513139
513     0.939795        0.9389839       0.9364124       0.9317461       0.9248382       0.9168746       0.9125914       0.9212942       0.951257
514     0.9394361       0.9386172       0.9360225       0.9313207       0.9243774       0.9164124       0.9122133       0.9210852       0.9511962
515     0.9390753       0.9382485       0.9356305       0.9308932       0.9239147       0.9159486       0.9118337       0.9208732       0.9511315
516     0.9387126       0.9378779       0.9352367       0.930464        0.9234505       0.915484        0.9114532       0.9206582       0.9510626
517     0.9383443       0.9375016       0.9348369       0.9300285       0.9229798       0.9150127       0.9110658       0.9204355       0.9509871
518     0.9379684       0.9371176       0.9344291       0.9295844       0.9225          0.9145322       0.9106691       0.9202031       0.9509037
519     0.9375906       0.9367317       0.9340193       0.9291383       0.9220183       0.9140501       0.9102708       0.9199675       0.9508164
520     0.9372108       0.9363437       0.9336075       0.9286902       0.9215347       0.9135665       0.9098709       0.9197286       0.950725
521     0.9368297       0.9359544       0.9331941       0.9282403       0.9210494       0.9130814       0.9094694       0.9194868       0.95063
522     0.9364466       0.9355631       0.9327786       0.9277884       0.9205622       0.9125948       0.9090663       0.9192416       0.9505309
523     0.9360615       0.9351698       0.9323612       0.9273344       0.9200731       0.9121066       0.9086614       0.918993        0.9504277
524     0.9356745       0.9347745       0.9319416       0.9268783       0.919582        0.9116169       0.9082547       0.9187409       0.9503203
525     0.9352855       0.9343773       0.9315201       0.9264202       0.9190891       0.9111256       0.9078464       0.9184853       0.9502088
526     0.9348947       0.9339782       0.9310967       0.9259604       0.9185948       0.9106336       0.9074368       0.9182263       0.9500928
527     0.934502        0.9335771       0.9306713       0.9254986       0.9180987       0.91014         0.9070254       0.9179636       0.9499725
528     0.9340929       0.9331595       0.9302288       0.9250187       0.9175832       0.9096256       0.906592        0.9176789       0.9498362
529     0.93366         0.9327178       0.9297613       0.9245123       0.9170393       0.9090808       0.9061264       0.9173628       0.949678
530     0.933225        0.9322739       0.9292916       0.9240036       0.9164932       0.9085341       0.9056587       0.9170428       0.9495154
531     0.9327878       0.9318279       0.9288196       0.9234927       0.9159451       0.9079856       0.9051889       0.916719        0.9493485
532     0.9323484       0.9313796       0.9283453       0.9229794       0.9153948       0.9074354       0.904717        0.9163913       0.949177
533     0.9319069       0.9309292       0.9278688       0.9224639       0.9148424       0.9068834       0.9042429       0.9160596       0.9490011
534     0.9314632       0.9304766       0.9273901       0.9219462       0.9142879       0.9063296       0.9037667       0.9157238       0.9488206
535     0.9310174       0.9300217       0.9269091       0.9214262       0.9137314       0.905774        0.9032882       0.9153839       0.9486354
536     0.9305692       0.9295645       0.9264255       0.9209034       0.913172        0.9052157       0.9028067       0.9150395       0.9484454
537     0.9301188       0.9291051       0.9259397       0.9203784       0.9126106       0.9046556       0.902323        0.9146907       0.9482505
538     0.9296663       0.9286435       0.9254516       0.9198511       0.912047        0.9040938       0.9018368       0.9143376       0.9480508
539     0.9292115       0.9281796       0.9249613       0.9193216       0.9114815       0.9035301       0.9013484       0.9139801       0.947846
540     0.9287503       0.9277091       0.9244639       0.9187845       0.9109079       0.9029584       0.900852        0.9136141       0.9476342
541     0.9282876       0.9272372       0.9239652       0.9182462       0.9103336       0.9023864       0.9003543       0.9132443       0.9474176
542     0.9278229       0.9267632       0.9234644       0.9177059       0.9097574       0.9018127       0.8998544       0.9128699       0.9471959
543     0.9273561       0.9262872       0.9229614       0.9171634       0.9091793       0.9012374       0.8993521       0.9124909       0.9469688
544     0.9268872       0.925809        0.9224563       0.9166189       0.9085993       0.9006604       0.8988474       0.9121073       0.9467365
545     0.9264162       0.9253287       0.9219491       0.9160722       0.9080175       0.9000817       0.8983403       0.9117188       0.9464987
546     0.9259432       0.9248464       0.9214397       0.9155235       0.9074337       0.8995014       0.8978307       0.9113255       0.9462553
547     0.9254681       0.924362        0.9209283       0.9149727       0.9068482       0.8989194       0.8973186       0.9109273       0.9460063
548     0.924991        0.9238755       0.9204147       0.9144199       0.9062607       0.8983358       0.896804        0.910524        0.9457516
549     0.9245118       0.9233869       0.9198991       0.913865        0.9056715       0.8977506       0.8962868       0.9101156       0.9454911
550     0.9240306       0.9228963       0.9193813       0.9133081       0.9050804       0.8971636       0.895767        0.9097021       0.9452246
551     0.9235456       0.9224018       0.9188597       0.9127472       0.9044856       0.8965732       0.8952429       0.9092819       0.944951
552     0.9230287       0.9218751       0.9183045       0.9121507       0.9038524       0.8959416       0.894676        0.908821        0.9446494
553     0.9225081       0.9213446       0.9177454       0.9115501       0.9032153       0.8953062       0.8941042       0.9083528       0.9443402
554     0.9219853       0.9208118       0.917184        0.9109475       0.9025763       0.8946689       0.8935295       0.9078789       0.9440245
555     0.9214602       0.9202768       0.9166204       0.9103426       0.9019353       0.8940299       0.8929519       0.9073993       0.9437022
556     0.920933        0.9197397       0.9160547       0.9097356       0.9012924       0.893389        0.8923715       0.906914        0.9433731
557     0.9204036       0.9192003       0.9154867       0.9091265       0.9006476       0.8927464       0.891788        0.9064228       0.9430372
558     0.9198721       0.9186588       0.9149165       0.9085152       0.900001        0.892102        0.8912015       0.9059255       0.9426943
559     0.9193383       0.918115        0.9143441       0.9079018       0.8993525       0.8914558       0.890612        0.9054222       0.9423442
560     0.9188024       0.9175691       0.9137695       0.9072864       0.8987021       0.8908078       0.8900194       0.9049128       0.9419868
561     0.9182644       0.9170211       0.9131927       0.9066688       0.8980499       0.890158        0.8894237       0.904397        0.9416219
562     0.9177242       0.9164708       0.9126138       0.9060492       0.8973959       0.8895065       0.8888249       0.9038749       0.9412495
563     0.9171818       0.9159184       0.9120328       0.9054275       0.8967401       0.8888532       0.8882229       0.9033464       0.9408693
564     0.9166323       0.9153588       0.9114443       0.9047982       0.8960764       0.8881916       0.887611        0.9028054       0.9404775
565     0.9160739       0.9147903       0.9108466       0.9041594       0.8954029       0.8875194       0.8869869       0.9022498       0.9400727
566     0.9155133       0.9142195       0.9102467       0.9035184       0.8947274       0.8868454       0.8863595       0.9016875       0.9396597
567     0.9149506       0.9136465       0.9096447       0.9028754       0.8940502       0.8861695       0.8857286       0.9011182       0.9392382
568     0.9143856       0.9130713       0.9090404       0.9022303       0.8933712       0.8854918       0.8850944       0.900542        0.9388081
569     0.9138185       0.912494        0.908434        0.9015832       0.8926904       0.8848123       0.8844566       0.8999586       0.9383692
570     0.9132491       0.9119144       0.9078254       0.9009341       0.8920078       0.884131        0.8838154       0.8993681       0.9379213
571     0.9126767       0.9113318       0.9072137       0.9002819       0.8913224       0.8834468       0.8831697       0.8987692       0.9374633
572     0.9121022       0.910747        0.9065999       0.8996277       0.8906354       0.8827608       0.8825205       0.8981628       0.9369958
573     0.9115254       0.91016         0.9059839       0.8989716       0.8899466       0.882073        0.8818677       0.8975489       0.9365187
574     0.9109466       0.9095709       0.9053659       0.8983135       0.8892561       0.8813833       0.8812112       0.8969273       0.9360317
575     0.9103656       0.9089797       0.9047458       0.8976535       0.888564        0.8806919       0.8805511       0.896298        0.9355347
576     0.9097825       0.9083864       0.9041236       0.8969916       0.8878702       0.8799987       0.8798873       0.8956608       0.9350273
577     0.9091811       0.9077746       0.9034822       0.8963095       0.8871551       0.8792827       0.8791987       0.8949971       0.9344977
578     0.9085431       0.9071257       0.9028024       0.8955865       0.8863963       0.8785201       0.8784614       0.8942858       0.9339322
579     0.9079029       0.9064744       0.9021202       0.8948615       0.8856356       0.8777555       0.8777201       0.8935661       0.9333555
580     0.9072603       0.9058209       0.9014358       0.8941344       0.8848732       0.8769889       0.8769749       0.8928379       0.9327672
581     0.9066139       0.9051636       0.9007477       0.8934039       0.8841079       0.8762195       0.8762247       0.8921          0.9321663
582     0.9059652       0.9045041       0.9000575       0.8926714       0.8833408       0.8754481       0.8754706       0.8913533       0.9315534
583     0.9053143       0.9038423       0.899365        0.8919369       0.8825721       0.8746748       0.8747124       0.8905978       0.930928
584     0.9046612       0.9031782       0.8986704       0.8912005       0.8818017       0.8738997       0.8739501       0.8898332       0.9302901
585     0.9040058       0.902512        0.8979736       0.8904621       0.8810296       0.8731226       0.8731837       0.8890595       0.9296392
586     0.9033477       0.901843        0.8972741       0.889721        0.880255        0.8723425       0.8724119       0.888275        0.9289733
587     0.9026875       0.9011719       0.8965725       0.8889781       0.8794788       0.8715606       0.8716359       0.887481        0.9282939
588     0.9020251       0.9004986       0.8958688       0.8882333       0.878701        0.8707769       0.8708558       0.8866775       0.9276004
589     0.9013605       0.8998232       0.8951631       0.8874867       0.8779217       0.8699913       0.8700714       0.8858644       0.9268926
590     0.9006937       0.8991456       0.8944553       0.8867382       0.877141        0.869204        0.8692829       0.8850414       0.9261702
591     0.9000383       0.8984796       0.8937597       0.8860032       0.8763751       0.8684321       0.8685074       0.8842239       0.9254429
592     0.8993901       0.897821        0.8930721       0.8852771       0.8756193       0.8676706       0.8677397       0.8834072       0.9247072
593     0.89874         0.8971604       0.8923827       0.8845493       0.8748621       0.8669075       0.8669679       0.8825805       0.9239561
594     0.8980879       0.8964979       0.8916914       0.8838201       0.8741038       0.8661428       0.8661919       0.8817436       0.9231891
595     0.8974338       0.8958335       0.8909983       0.8830893       0.8733442       0.8653765       0.8654118       0.8808966       0.9224058
596     0.8967778       0.8951672       0.8903035       0.882357        0.8725835       0.8646086       0.8646274       0.8800393       0.9216058
597     0.8961199       0.894499        0.8896069       0.8816233       0.8718217       0.8638391       0.8638389       0.8791715       0.9207888
598     0.8954602       0.893829        0.8889086       0.8808881       0.8710587       0.8630682       0.8630462       0.8782933       0.9199544
599     0.8947986       0.8931572       0.8882087       0.8801516       0.8702947       0.8622957       0.8622492       0.8774044       0.9191021
600     0.8941351       0.8924835       0.8875071       0.8794137       0.8695297       0.8615218       0.8614481       0.8765048       0.9182315
601     0.8934682       0.8918065       0.8868023       0.8786732       0.8687625       0.8607455       0.8606418       0.8755932       0.917341
602     0.8927996       0.8911278       0.886096        0.8779313       0.8679944       0.8599677       0.8598312       0.8746706       0.9164313
603     0.8921292       0.8904473       0.8853881       0.8771883       0.8672254       0.8591886       0.8590165       0.873737        0.915502
604     0.891457        0.8897652       0.8846787       0.876444        0.8664556       0.8584081       0.8581976       0.8727923       0.9145525
605     0.890777        0.8890751       0.8839613       0.8756917       0.8656775       0.8576185       0.8573667       0.8718292       0.9135774
606     0.8900687       0.8883564       0.8832141       0.874908        0.8648659       0.8567931       0.8564967       0.8708219       0.9125567
607     0.8893587       0.887636        0.8824654       0.8741231       0.8640536       0.8559664       0.8556225       0.8698029       0.9115138
608     0.8886469       0.886914        0.8817152       0.8733371       0.8632405       0.8551384       0.854744        0.8687722       0.9104482
609     0.8879335       0.8861902       0.8809636       0.87255         0.8624267       0.8543092       0.8538614       0.8677296       0.9093594
610     0.8872184       0.8854649       0.8802106       0.8717619       0.8616122       0.8534789       0.8529746       0.8666752       0.9082468
611     0.886501        0.8847375       0.8794558       0.8709725       0.8607971       0.8526475       0.8520838       0.8656093       0.9071109
612     0.8857821       0.8840085       0.8786997       0.8701822       0.8599814       0.851815        0.851189        0.8645314       0.9059501
613     0.8850616       0.8832781       0.8779422       0.8693911       0.8591652       0.8509814       0.8502901       0.8634414       0.9047639
614     0.8843396       0.8825461       0.8771835       0.868599        0.8583486       0.8501469       0.8493871       0.8623392       0.9035516
615     0.8836161       0.8818127       0.8764236       0.8678062       0.8575315       0.8493114       0.8484802       0.8612248       0.9023127
616     0.8828905       0.8810773       0.8756618       0.8670118       0.8567129       0.8484737       0.8475675       0.8600954       0.9010424
617     0.8821635       0.8803406       0.8748989       0.8662166       0.8558941       0.8476351       0.8466509       0.8589535       0.899744
618     0.8814351       0.8796025       0.8741349       0.8654208       0.855075        0.8467957       0.8457304       0.8577993       0.8984168
619     0.8807054       0.8788631       0.8733699       0.8646245       0.8542557       0.8459555       0.8448061       0.8566326       0.8970601
620     0.8799712       0.8781193       0.8726006       0.8638241       0.8534326       0.8451107       0.8438741       0.8554498       0.8956707
621     0.8791948       0.8773329       0.8717871       0.8629773       0.8525602       0.8442137       0.8428864       0.854207        0.8942169
622     0.8784169       0.876545        0.8709726       0.8621299       0.8516877       0.8433158       0.8418949       0.8529514       0.892731
623     0.8776377       0.8757558       0.8701569       0.8612819       0.8508149       0.8424172       0.8408995       0.8516829       0.8912122
624     0.876857        0.8749653       0.8693402       0.8604333       0.8499421       0.8415179       0.8399003       0.8504015       0.8896599
625     0.876075        0.8741735       0.8685226       0.8595842       0.8490691       0.840618        0.8388975       0.8491072       0.8880733
626     0.8752922       0.8733811       0.8677047       0.8587356       0.8481973       0.8397188       0.8378929       0.8478034       0.8864569
627     0.8745081       0.8725876       0.866886        0.8578866       0.8473255       0.8388192       0.8368847       0.8464869       0.8848049
628     0.8737228       0.8717928       0.8660664       0.8570373       0.8464538       0.8379191       0.8358731       0.8451577       0.8831165
629     0.8729363       0.870997        0.865246        0.8561877       0.8455822       0.8370187       0.8348582       0.8438159       0.8813911
630     0.8721487       0.8702001       0.8644248       0.8553379       0.8447109       0.836118        0.83384         0.8424615       0.8796277
631     0.8713588       0.8694011       0.8636018       0.8544868       0.8438388       0.8352158       0.8328171       0.8410921       0.8778216
632     0.8705679       0.8686011       0.8627782       0.8536356       0.842967        0.8343135       0.8317911       0.8397102       0.8759757
633     0.8697759       0.8678002       0.861954        0.8527843       0.8420956       0.8334111       0.8307622       0.8383159       0.8740894
634     0.868983        0.8669984       0.8611293       0.8519331       0.8412247       0.8325087       0.8297304       0.8369093       0.8721618
635     0.8681891       0.8661958       0.860304        0.851082        0.8403544       0.8316064       0.8286958       0.8354906       0.8701921
636     0.8673865       0.8653844       0.85947         0.850222        0.839475        0.8306939       0.8276475       0.8340476       0.8681662
637     0.86655         0.8645388       0.8586008       0.8493253       0.838557        0.8297403       0.826555        0.8325535       0.866067
638     0.8657126       0.8636924       0.8577311       0.8484287       0.8376395       0.8287868       0.8254598       0.8310472       0.8639224
639     0.8648741       0.8628451       0.8568609       0.8475322       0.8367227       0.8278336       0.8243621       0.829529        0.8617316
640     0.8640348       0.8619971       0.8559903       0.846636        0.8358066       0.8268806       0.8232621       0.827999        0.8594937
641     0.8631953       0.8611489       0.8551201       0.8457409       0.8348924       0.8259293       0.8221618       0.8264613       0.8572157
642     0.8623549       0.8603          0.8542496       0.8448461       0.8339789       0.8249784       0.8210594       0.8249122       0.8548896
643     0.8615138       0.8594505       0.8533788       0.8439517       0.8330664       0.8240281       0.819955        0.8233522       0.8525145
644     0.8606719       0.8586005       0.8525079       0.8430577       0.8321549       0.8230784       0.8188489       0.8217813       0.8500897
645     0.8598295       0.8577499       0.8516369       0.8421643       0.8312445       0.8221294       0.8177411       0.8201998       0.8476146
646     0.8589859       0.8568983       0.8507651       0.8412707       0.8303342       0.82118         0.8166299       0.818604        0.8450796
647     0.8581417       0.8560463       0.8498934       0.8403777       0.8294251       0.8202316       0.8155175       0.8169982       0.8424926
648     0.8572971       0.855194        0.8490217       0.8394855       0.8285174       0.8192841       0.8144038       0.8153826       0.8398528
649     0.8564521       0.8543414       0.8481502       0.8385941       0.827611        0.8183378       0.8132892       0.8137577       0.8371599
650     0.8556067       0.8534885       0.8472789       0.8377036       0.8267061       0.8173927       0.8121739       0.8121239       0.8344133
651     0.8547626       0.8526371       0.8464096       0.8368158       0.8258046       0.8164511       0.8110614       0.8104886       0.8316289
652     0.8539182       0.8517857       0.8455406       0.8359291       0.8249048       0.815511        0.8099485       0.8088452       0.8287906
653     0.853071        0.8509314       0.8446691       0.8350405       0.8240035       0.8145691       0.8088317       0.8071894       0.825891
654     0.8522204       0.8500738       0.8437948       0.8341495       0.8231003       0.813625        0.8077107       0.8055207       0.8229281
655     0.8513697       0.8492164       0.842921        0.8332598       0.822199        0.8126826       0.8065899       0.8038451       0.8199102
656     0.8505191       0.8483592       0.8420479       0.8323714       0.8212997       0.8117422       0.8054695       0.8021632       0.816837
657     0.8496686       0.8475022       0.8411755       0.8314846       0.8204025       0.8108039       0.8043499       0.8004755       0.8137088
658     0.8488182       0.8466456       0.8403039       0.8305992       0.8195075       0.8098676       0.8032311       0.7987823       0.8105255
659     0.8479681       0.8457893       0.8394332       0.8297154       0.8186147       0.8089336       0.8021133       0.7970844       0.8072873
660     0.8471182       0.8449334       0.8385633       0.8288333       0.8177242       0.8080019       0.8009969       0.7953822       0.8039947
661     0.846267        0.8440764       0.8376928       0.8279512       0.8168343       0.8070705       0.7998786       0.7936687       0.800628
662     0.8454162       0.8432199       0.8368233       0.8270708       0.8159468       0.8061418       0.7987621       0.7919521       0.7972071
663     0.8445658       0.842364        0.8359549       0.8261924       0.815062        0.8052157       0.7976476       0.790233        0.7937328
664     0.843716        0.8415088       0.8350877       0.8253159       0.8141798       0.8042924       0.7965353       0.788512        0.790206
665     0.8428667       0.8406544       0.8342218       0.8244415       0.8133004       0.8033721       0.7954255       0.7867899       0.7866277
666     0.8420185       0.8398013       0.8333578       0.8235699       0.8124245       0.8024559       0.7943203       0.7850717       0.7830125
667     0.841171        0.838949        0.8324951       0.8227004       0.8115516       0.8015427       0.7932179       0.7833536       0.7793488
668     0.8403242       0.8380976       0.8316339       0.8218331       0.8106815       0.8006328       0.7921187       0.7816363       0.7756384
669     0.8394782       0.8372472       0.8307742       0.8209682       0.8098146       0.7997262       0.7910229       0.7799207       0.771883
670     0.8386331       0.8363978       0.8299161       0.8201056       0.8089507       0.7988231       0.7899307       0.7782074       0.7680846
671     0.8376981       0.8354576       0.8289643       0.8191452       0.8079842       0.7978131       0.7887284       0.7763806       0.7641337
672     0.8367423       0.8344966       0.8279916       0.8181636       0.8069961       0.7967807       0.7875032       0.7745292       0.7601146
673     0.8357875       0.8335367       0.8270206       0.8171846       0.8060115       0.7957522       0.7862823       0.772682        0.7560583
674     0.8348338       0.832578        0.8260514       0.8162083       0.8050304       0.7947279       0.7850662       0.77084         0.7519678
675     0.8338811       0.8316207       0.8250841       0.8152347       0.8040529       0.7937077       0.7838551       0.7690039       0.7478465
