# Provided by Yusuke Suda to MC team on 2020-04-23 (see Redmine issue 21060),
# superceding ref_LST_2020-04-21.dat. Includes extended wavelength coverage.
# Scaled from percentage to absolute values, as expected by sim_telarray. (KB).
#
# Col. 1: wavelength [nm] 
# Col. 2: reflectivity
# Col. 3: 1sigma (not used by sim_telarray)
#
 200.0  	0.23457  	0.03764
 200.5  	0.24264  	0.03701
 201.0  	0.25071  	0.03669
 201.5  	0.25940  	0.03648
 202.0  	0.26809  	0.03651
 202.5  	0.27721  	0.03663
 203.0  	0.28632  	0.03707
 203.5  	0.29609  	0.03773
 204.0  	0.30586  	0.03844
 204.5  	0.31610  	0.03939
 205.0  	0.32634  	0.04040
 205.5  	0.33679  	0.04150
 206.0  	0.34725  	0.04268
 206.5  	0.35788  	0.04383
 207.0  	0.36850  	0.04498
 207.5  	0.37904  	0.04604
 208.0  	0.38958  	0.04705
 208.5  	0.40029  	0.04795
 209.0  	0.41099  	0.04884
 209.5  	0.42143  	0.04955
 210.0  	0.43188  	0.05010
 210.5  	0.44231  	0.05069
 211.0  	0.45275  	0.05122
 211.5  	0.46270  	0.05160
 212.0  	0.47265  	0.05191
 212.5  	0.48238  	0.05207
 213.0  	0.49211  	0.05220
 213.5  	0.50150  	0.05233
 214.0  	0.51090  	0.05230
 214.5  	0.51995  	0.05225
 215.0  	0.52900  	0.05213
 215.5  	0.53752  	0.05199
 216.0  	0.54603  	0.05182
 216.5  	0.55400  	0.05159
 217.0  	0.56197  	0.05127
 217.5  	0.56919  	0.05092
 218.0  	0.57642  	0.05059
 218.5  	0.58299  	0.05024
 219.0  	0.58957  	0.04981
 219.5  	0.59586  	0.04940
 220.0  	0.60215  	0.04909
 220.5  	0.60785  	0.04870
 221.0  	0.61355  	0.04831
 221.5  	0.61894  	0.04798
 222.0  	0.62434  	0.04770
 222.5  	0.62909  	0.04740
 223.0  	0.63384  	0.04703
 223.5  	0.63844  	0.04671
 224.0  	0.64305  	0.04641
 224.5  	0.64711  	0.04612
 225.0  	0.65117  	0.04580
 225.5  	0.65506  	0.04561
 226.0  	0.65895  	0.04541
 226.5  	0.66205  	0.04522
 227.0  	0.66515  	0.04505
 227.5  	0.66807  	0.04489
 228.0  	0.67099  	0.04478
 228.5  	0.67357  	0.04462
 229.0  	0.67614  	0.04444
 229.5  	0.67856  	0.04429
 230.0  	0.68097  	0.04418
 230.5  	0.68305  	0.04409
 231.0  	0.68513  	0.04405
 231.5  	0.68697  	0.04391
 232.0  	0.68880  	0.04385
 232.5  	0.69076  	0.04387
 233.0  	0.69273  	0.04388
 233.5  	0.69439  	0.04387
 234.0  	0.69605  	0.04388
 234.5  	0.69759  	0.04392
 235.0  	0.69913  	0.04397
 235.5  	0.70039  	0.04404
 236.0  	0.70164  	0.04407
 236.5  	0.70277  	0.04411
 237.0  	0.70390  	0.04413
 237.5  	0.70491  	0.04420
 238.0  	0.70591  	0.04423
 238.5  	0.70684  	0.04425
 239.0  	0.70777  	0.04433
 239.5  	0.70872  	0.04443
 240.0  	0.70967  	0.04456
 240.5  	0.71038  	0.04469
 241.0  	0.71109  	0.04477
 241.5  	0.71177  	0.04486
 242.0  	0.71245  	0.04495
 242.5  	0.71315  	0.04504
 243.0  	0.71385  	0.04512
 243.5  	0.71465  	0.04519
 244.0  	0.71546  	0.04531
 244.5  	0.71623  	0.04543
 245.0  	0.71701  	0.04561
 245.5  	0.71764  	0.04577
 246.0  	0.71827  	0.04589
 246.5  	0.71894  	0.04601
 247.0  	0.71960  	0.04611
 247.5  	0.72023  	0.04622
 248.0  	0.72085  	0.04629
 248.5  	0.72392  	0.04636
 249.0  	0.72700  	0.04644
 249.5  	0.73007  	0.04653
 250.0  	0.73314  	0.04662
 250.5  	0.73371  	0.04666
 251.0  	0.73428  	0.04672
 251.5  	0.73498  	0.04677
 252.0  	0.73568  	0.04682
 252.5  	0.73636  	0.04687
 253.0  	0.73705  	0.04688
 253.5  	0.73795  	0.04692
 254.0  	0.73885  	0.04696
 254.5  	0.73959  	0.04698
 255.0  	0.74033  	0.04696
 255.5  	0.74103  	0.04694
 256.0  	0.74174  	0.04697
 256.5  	0.74247  	0.04692
 257.0  	0.74321  	0.04690
 257.5  	0.74413  	0.04689
 258.0  	0.74506  	0.04683
 258.5  	0.74611  	0.04682
 259.0  	0.74717  	0.04672
 259.5  	0.74822  	0.04665
 260.0  	0.74927  	0.04653
 260.5  	0.75017  	0.04638
 261.0  	0.75107  	0.04629
 261.5  	0.75207  	0.04611
 262.0  	0.75306  	0.04598
 262.5  	0.75416  	0.04583
 263.0  	0.75527  	0.04565
 263.5  	0.75650  	0.04548
 264.0  	0.75772  	0.04530
 264.5  	0.75913  	0.04511
 265.0  	0.76054  	0.04489
 265.5  	0.76183  	0.04464
 266.0  	0.76312  	0.04441
 266.5  	0.76452  	0.04420
 267.0  	0.76591  	0.04397
 267.5  	0.76722  	0.04368
 268.0  	0.76854  	0.04338
 268.5  	0.76992  	0.04311
 269.0  	0.77130  	0.04277
 269.5  	0.77274  	0.04244
 270.0  	0.77418  	0.04211
 270.5  	0.77564  	0.04175
 271.0  	0.77711  	0.04145
 271.5  	0.77867  	0.04105
 272.0  	0.78022  	0.04074
 272.5  	0.78181  	0.04038
 273.0  	0.78340  	0.04004
 273.5  	0.78491  	0.03969
 274.0  	0.78641  	0.03930
 274.5  	0.78807  	0.03893
 275.0  	0.78972  	0.03858
 275.5  	0.79132  	0.03818
 276.0  	0.79292  	0.03778
 276.5  	0.79460  	0.03736
 277.0  	0.79628  	0.03695
