# LST mirror reflectivity curve, from Koji Noda, 2018-03-15.
# Sorted in ascending order (KB), scaled from percentage to absolute numbers.
# wavelength[nm]	reflectivity[%]	1sigma[%]	
528	  0.92191 1.09959
528.5	 0.921662 1.10185
529	  0.92131 1.10364
529.5	 0.921201 1.10244
530	 0.920945 1.10029
530.5	 0.920634 1.10325
531	 0.920441 1.10337
531.5	 0.920249 1.1013
532	 0.919974 1.10168
532.5	 0.919824 1.10456
533	 0.919663 1.10615
533.5	 0.919517 1.10384
534	 0.919263 1.10338
534.5	 0.919044 1.10704
535	 0.918805 1.10754
535.5	 0.918498 1.10549
536	  0.91827 1.10698
536.5	 0.917888 1.11037
537	 0.917648 1.11038
537.5	 0.917352 1.11119
538	 0.917229 1.11374
538.5	 0.917023 1.11685
539	   0.9168 1.1166
539.5	 0.916476 1.11645
540	 0.916324 1.11955
540.5	 0.915937 1.12193
541	 0.915568 1.12127
541.5	  0.91536 1.12325
542	  0.91513 1.12547
542.5	 0.914983 1.12791
543	 0.914766 1.13012
543.5	 0.914403 1.13147
544	 0.914208 1.13382
544.5	 0.913941 1.13238
545	 0.913665 1.13282
545.5	  0.91323 1.13317
546	 0.912965 1.13375
546.5	 0.912668 1.13143
547	 0.912478 1.13003
547.5	  0.91225 1.13335
548	 0.911918 1.1347
548.5	 0.911716 1.13438
549	 0.911351 1.13247
549.5	 0.910983 1.13526
550	 0.910752 1.13671
550.5	 0.910508 1.13651
551	 0.910257 1.13888
551.5	 0.910119 1.14139
552	 0.909863 1.14394
552.5	 0.909642 1.14439
553	 0.909431 1.14716
553.5	 0.909028 1.14725
554	  0.90879 1.14838
554.5	 0.908351 1.14873
555	 0.907923 1.15388
555.5	 0.907584 1.15539
556	 0.907374 1.15528
556.5	 0.906982 1.15536
557	 0.906799 1.15748
557.5	 0.906384 1.15778
558	 0.906237 1.1563
558.5	 0.905911 1.15745
559	 0.905482 1.1591
559.5	 0.905242 1.1606
560	 0.904975 1.1623
560.5	 0.904602 1.16224
561	 0.904265 1.16629
561.5	 0.904041 1.16564
562	 0.903881 1.16669
562.5	 0.903568 1.16601
563	 0.903281 1.16787
563.5	 0.903061 1.16932
564	 0.902882 1.16788
564.5	 0.902485 1.1682
565	 0.902124 1.16965
565.5	 0.901865 1.16994
566	 0.901619 1.16918
566.5	 0.901236 1.16988
567	 0.900981 1.17113
567.5	 0.900805 1.17085
568	 0.900456 1.16878
568.5	 0.900216 1.17098
569	 0.899927 1.17327
569.5	 0.899682 1.17427
570	  0.89931 1.17551
570.5	 0.898943 1.17912
571	 0.898501 1.18196
571.5	 0.898326 1.1826
572	  0.89795 1.18473
572.5	 0.897681 1.18751
573	 0.897359 1.18978
573.5	 0.897044 1.18911
574	  0.89681 1.18884
574.5	 0.896478 1.19067
575	 0.896143 1.1902
575.5	 0.895748 1.19055
576	 0.895447 1.19076
576.5	 0.895158 1.19264
577	 0.894806 1.19477
577.5	 0.894394 1.19589
578	 0.894183 1.20002
578.5	 0.893905 1.2004
579	 0.893547 1.20049
579.5	 0.893162 1.20033
580	 0.892846 1.20083
580.5	 0.892532 1.20063
581	 0.892171 1.20126
581.5	 0.891778 1.20355
582	 0.891376 1.20594
582.5	  0.89108 1.21045
583	 0.890686 1.20981
583.5	  0.89048 1.20883
584	 0.890182 1.21088
584.5	 0.889807 1.20973
585	 0.889468 1.20754
585.5	 0.889194 1.20761
586	 0.888808 1.20964
586.5	  0.88855 1.21146
587	 0.888129 1.2142
587.5	  0.88793 1.21573
588	 0.887571 1.2177
588.5	 0.887231 1.21833
589	 0.886917 1.22036
589.5	 0.886613 1.22132
590	 0.886146 1.22044
590.5	 0.885885 1.22226
591	  0.88551 1.22634
591.5	 0.885101 1.22581
592	 0.884825 1.22805
592.5	 0.884446 1.22925
593	 0.884009 1.22924
593.5	 0.883751 1.23015
594	 0.883468 1.22954
594.5	 0.883177 1.23073
595	 0.882836 1.23274
595.5	 0.882496 1.2338
596	  0.88228 1.23642
596.5	 0.881967 1.23599
597	 0.881544 1.23855
597.5	   0.8811 1.23909
598	 0.880855 1.24024
598.5	  0.88044 1.24127
599	 0.880105 1.24367
599.5	 0.879632 1.2454
600	 0.879233 1.24384
600.5	 0.878835 1.24485
601	 0.878494 1.2461
601.5	 0.878031 1.24662
602	   0.8777 1.24947
602.5	 0.877262 1.24915
603	 0.876893 1.25227
603.5	 0.876548 1.25512
604	 0.876184 1.25281
604.5	 0.875805 1.25458
605	 0.875425 1.25621
605.5	 0.875017 1.25882
606	 0.874634 1.25905
606.5	 0.874258 1.26006
607	 0.873852 1.2647
607.5	 0.873444 1.26814
608	 0.873091 1.26905
608.5	 0.872666 1.26754
609	 0.872311 1.26854
609.5	 0.871958 1.26795
610	 0.871703 1.26884
610.5	  0.87138 1.2732
