0.0	-0.00088718    	-0.0002584
0.25	-0.00068341    	-0.0002336
0.5	-0.00050977    	-0.00021361
0.75	-0.00034669    	-0.0001932
1.0	-0.00021873    	-0.00016273
1.25	-7.6646e-05    	-0.00011914
1.5	0.00010267    	-7.4041e-05
1.75	0.00029726    	-2.9116e-05
2.0	0.00041953    	9.4381e-06
2.25	0.00032118    	3.1594e-05
2.5	0.00011442    	4.4976e-05
2.75	-8.7952e-05    	5.838e-05
3.0	-0.00025561    	6.7752e-05
3.25	-0.00027381    	8.3361e-05
3.5	-0.00020412    	0.00010793
3.75	-0.00014493    	0.00013291
4.0	-2.6542e-06    	0.00015945
4.25	0.00019832    	0.00017608
4.5	0.00038126    	0.00018343
4.75	0.00055868    	0.0001913
5.0	0.00067616    	0.00019106
5.25	0.00075445    	0.00018748
5.5	0.00083985    	0.00018841
5.75	0.00093185    	0.00018891
6.0	0.00096368    	0.00019483
6.25	0.00090406    	0.00020212
6.5	0.00082263    	0.00020458
6.75	0.00073839    	0.0002078
7.0	0.00062814    	0.00020705
7.25	0.00051201    	0.00019648
7.5	0.00041527    	0.00018153
7.75	0.0003226    	0.00016665
8.0	0.0003925    	0.00014912
8.25	0.00062848    	0.00013285
8.5	0.00087294    	0.00012004
8.75	0.0011152    	0.00010651
9.0	0.0012909    	0.00010097
9.25	0.0013784    	0.00010893
9.5	0.0014348    	0.0001211
9.75	0.0014966    	0.00013302
10.0	0.0014696    	0.00014656
10.25	0.0012913    	0.00015245
10.5	0.0010691    	0.00015036
10.75	0.0008439    	0.00014933
11.0	0.00065852    	0.00013929
11.25	0.00063828    	0.00012709
11.5	0.00072826    	0.00012259
11.75	0.0008149    	0.00011752
12.0	0.00093226    	0.00012161
12.25	0.0010528    	0.00013847
12.5	0.0011487    	0.00015672
12.75	0.0012536    	0.00017541
13.0	0.0013292    	0.00018536
13.25	0.0012285    	0.00015922
13.5	0.00098061    	0.00010473
13.75	0.00072713    	5.1896e-05
14.0	0.00035507    	-2.9095e-05
14.25	-0.00012359    	-0.00015865
14.5	-0.00058247    	-0.0003002
14.75	-0.0010393    	-0.00044168
15.0	-0.0014063    	-0.0005675
15.25	-0.0015162    	-0.00063747
